Title,Year,IMDB Rating,IMDB Votes,Genre,Box Office,IMDB ID,Budget,Revenue
Aliens vs. Predator: Requiem,2007,4.6,133801.0,"Action, Horror, Sci-Fi","$41,797,066",tt0758730,40000000,41797066.0
Walk Hard: The Dewey Cox Story,2007,6.8,77573.0,"Comedy, Music","$18,317,151",tt0841046,35000000,18317151.0
The Great Debaters,2007,7.5,63149.0,"Biography, Drama, Romance","$30,236,407",tt0427309,15000000,30226144.0
The Water Horse,2007,6.4,43139.0,"Adventure, Family, Fantasy","$40,946,255",tt0760329,40000000,103071443.0
P.S. I Love You,2007,7.0,218905.0,"Comedy, Drama, Romance","$53,706,790",tt0431308,30000000,156835339.0
27 Dresses,2008,6.1,176239.0,"Comedy, Romance","$76,808,654",tt0988595,30000000,160259319.0
Like Stars on Earth,2007,8.3,207890.0,"Drama, Family","$1,223,869",tt0986264,2600000,28430000.0
Dragon Wars: D-War,2007,3.5,25427.0,"Action, Drama, Fantasy","$10,977,721",tt0372873,70000000,53587404.0
REC,2007,7.4,198806.0,"Horror, Mystery, Thriller",N/A,tt1038988,1500000,30448000.0
Flawless,2007,6.7,26480.0,"Crime, Drama, Thriller","$1,200,234",tt0780516,20000000,6819587.0
Cloverfield,2008,7.0,423196.0,"Action, Horror, Sci-Fi","$80,048,433",tt1060277,25000000,170764026.0
Untraceable,2008,6.2,53082.0,"Crime, Mystery, Thriller","$28,687,835",tt0880578,35000000,32483410.0
Rambo,2008,7.0,245595.0,"Action, Adventure, Thriller","$42,754,105",tt0462499,50000000,113244290.0
Meet the Spartans,2008,2.8,111866.0,"Comedy, Fantasy","$38,233,676",tt1073498,30000000,84646831.0
The Eye,2008,5.4,56444.0,"Horror, Mystery","$31,418,697",tt0406759,12000000,56309766.0
The Signal,2007,6.0,21929.0,"Horror, Sci-Fi, Thriller","$251,150",tt0780607,50000,249905.0
Hellboy II: The Golden Army,2008,7.0,287214.0,"Action, Adventure, Fantasy","$75,986,503",tt0411477,85000000,160388063.0
In Bruges,2008,7.9,464850.0,"Comedy, Crime, Drama","$7,800,824",tt0780536,15000000,34533783.0
Bamako (The Court),2006,6.7,1476.0,Drama,"$112,351",tt0814666,2000000,111000.0
"Welcome Home, Roscoe Jenkins",2008,5.5,15847.0,"Comedy, Romance","$42,436,517",tt0494652,35000000,43650785.0
Fool's Gold,2008,5.7,84975.0,"Action, Adventure, Comedy","$70,231,041",tt0770752,70000000,111231041.0
U2,2007,8.4,2922.0,"Documentary, Music","$10,363,341",tt0892375,15000000,22730842.0
Jumper,2008,6.1,325200.0,"Action, Adventure, Sci-Fi","$80,172,128",tt0489099,85000000,222231186.0
Vantage Point,2008,6.6,154331.0,"Action, Crime, Drama","$72,266,306",tt0443274,40000000,151161491.0
The Spiderwick Chronicles,2008,6.5,103321.0,"Action, Adventure, Drama","$71,195,053",tt0416236,90000000,162839667.0
Step Up 2: The Streets,2008,6.2,91307.0,"Drama, Music, Romance","$58,017,783",tt1023481,23000000,150816700.0
Jodhaa Akbar,2008,7.5,34442.0,"Action, Drama, History","$3,440,718",tt0449994,8376800,13000000.0
Run Fatboy Run,2007,6.5,69929.0,"Comedy, Romance, Sport","$6,003,262",tt0425413,10000000,33000000.0
Taxi to the Dark Side,2007,7.5,16851.0,"Documentary, Crime, History","$274,661",tt0854678,1000000,274661.0
"10,000 BC",2008,5.1,135852.0,"Action, Adventure, Drama","$94,784,201",tt0443649,105000000,266000000.0
The Bank Job,2008,7.2,189936.0,"Crime, Drama, Thriller","$30,060,660",tt0200465,20000000,64822796.0
Doomsday,2008,5.9,80092.0,"Action, Sci-Fi, Thriller","$11,008,770",tt0483607,30000000,22211426.0
Horton Hears a Who!,2008,6.8,151189.0,"Animation, Adventure, Comedy","$154,529,439",tt0451079,85000000,297138014.0
Funny Games,2007,6.5,104325.0,"Crime, Drama, Thriller","$1,294,919",tt0808279,15000000,7938872.0
Mongol: The Rise of Genghis Khan,2007,7.2,49349.0,"Action, Biography, Drama","$5,705,761",tt0416044,18000000,26527510.0
The Love Guru,2008,3.8,55134.0,"Comedy, Romance, Sport","$32,235,793",tt0811138,62000000,41819064.0
Diary of the Dead,2007,5.5,49373.0,"Fantasy, Horror, Sci-Fi","$958,961",tt0848557,2000000,5364858.0
Hallam Foe,2007,6.9,13177.0,"Drama, Mystery, Romance","$60,641",tt0466816,8000000,60641.0
Justice League: The New Frontier,2008,7.0,18801.0,"Animation, Action, Adventure, Fantasy, Sci-Fi",N/A,tt0902272,3500000,5231128.0
What Just Happened,2008,5.6,28602.0,"Comedy, Drama","$1,090,947",tt0486674,25000000,6673422.0
The Dark Knight,2008,9.0,2896249.0,"Action, Crime, Drama","$534,987,076",tt0468569,185000000,1004558444.0
Never Back Down,2008,6.5,106842.0,"Action, Drama, Sport","$24,850,922",tt1023111,20000000,41627431.0
Captain Alatriste: The Spanish Musketeer,2006,6.1,13947.0,"Adventure, Drama, History",N/A,tt0395119,24000000,23321954.0
21,2008,6.8,267986.0,"Crime, Drama, Thriller","$81,159,365",tt0478087,35000000,69823199.0
Smart People,2008,6.1,23508.0,"Comedy, Drama, Romance","$9,511,289",tt0858479,7000000,10569964.0
Leatherheads,2008,6.0,33521.0,"Comedy, Drama, Romance","$31,373,938",tt0379865,58000000,41299492.0
Assembly,2007,7.3,7354.0,"Action, Biography, Drama",N/A,tt0881200,16000000,34786960.0
Stop-Loss,2008,6.4,20923.0,"Drama, War","$10,915,744",tt0489281,25000000,11207130.0
Julia,2008,7.0,6984.0,"Crime, Drama, Thriller","$65,108",tt0903627,6000000,1300000.0
Nim's Island,2008,6.0,37053.0,"Adventure, Family, Fantasy","$48,006,762",tt0410377,37000000,100076342.0
Forgetting Sarah Marshall,2008,7.1,304097.0,"Comedy, Drama, Romance","$63,172,463",tt0800039,30000000,105173115.0
Superhero Movie,2008,4.7,76472.0,"Action, Comedy, Sci-Fi","$25,881,068",tt0426592,35000000,25871834.0
Street Kings,2008,6.8,121409.0,"Action, Crime, Thriller","$26,418,667",tt0421073,20000000,65569869.0
Harold & Kumar Escape from Guantanamo Bay,2008,6.5,142315.0,"Adventure, Comedy","$38,108,728",tt0481536,12000000,43493123.0
Speed Racer,2008,6.1,78811.0,"Action, Adventure, Comedy","$43,945,766",tt0811080,120000000,93945766.0
The Forbidden Kingdom,2008,6.5,109937.0,"Action, Adventure, Fantasy","$52,075,270",tt0865556,55000000,127906624.0
Virgin Territory,2007,4.7,8805.0,"Adventure, Comedy, Romance",N/A,tt0437954,38000000,5410749.0
Son of Rambow,2007,7.0,33034.0,"Action, Adventure, Comedy","$1,785,505",tt0845046,4000000,6870249.0
Deception,2008,6.0,40941.0,"Crime, Drama, Mystery","$4,598,506",tt0800240,25000000,17741298.0
Baby Mama,2008,6.0,47626.0,"Comedy, Romance","$60,494,212",tt0871426,30000000,63833449.0
Expelled: No Intelligence Allowed,2008,3.7,12176.0,Documentary,"$7,720,487",tt1091617,3500000,7700000.0
Iron Man,2008,7.9,1133129.0,"Action, Adventure, Sci-Fi","$319,034,126",tt0371746,140000000,585174222.0
Made of Honor,2008,5.8,76303.0,"Comedy, Romance","$46,012,734",tt0866439,40000000,84601681.0
Taken,2008,7.7,638584.0,"Action, Crime, Thriller","$145,000,989",tt0936501,25000000,226830568.0
Stargate: The Ark of Truth,2008,7.4,21542.0,"Action, Adventure, Drama, Fantasy, Sci-Fi",N/A,tt0942903,7000000,8900000.0
Meet Bill,2007,6.2,21051.0,"Comedy, Drama","$62,597",tt0790623,5000000,346592.0
What Happens in Vegas,2008,6.1,188975.0,"Comedy, Romance","$80,277,646",tt1033643,35000000,170000000.0
The Chronicles of Narnia: Prince Caspian,2008,6.5,226927.0,"Action, Adventure, Family","$141,621,490",tt0499448,225000000,419651413.0
"War, Inc.",2008,5.5,22573.0,"Action, Comedy, Thriller","$580,862",tt0884224,5000000,1296184.0
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,493770.0,"Action, Adventure","$317,101,119",tt0367882,185000000,786636033.0
Sex and the City,2008,5.7,128043.0,"Comedy, Drama, Romance","$152,647,258",tt1000774,65000000,415252786.0
The Strangers,2008,6.1,146743.0,"Horror, Mystery, Thriller","$52,597,610",tt0482606,9000000,82391145.0
Kung Fu Panda,2008,7.6,528738.0,"Animation, Action, Adventure","$215,771,591",tt0441773,130000000,631744560.0
You Don't Mess with the Zohan,2008,5.6,215146.0,"Action, Comedy","$100,018,837",tt0960144,90000000,201596308.0
Mio fratello è figlio unico,2007,7.0,6774.0,"Comedy, Crime, Drama","$255,620",tt0846040,5000000,6463286.0
The Happening,2008,5.0,217224.0,"Adventure, Drama, Sci-Fi","$64,506,874",tt0949731,60000000,163403799.0
The Incredible Hulk,2008,6.6,527082.0,"Action, Adventure, Sci-Fi","$134,806,913",tt0800080,150000000,163712074.0
The Children of Huang Shi,2008,7.0,10004.0,"Drama, War","$1,031,872",tt0889588,40000000,7400000.0
WALL·E,2008,8.4,1210308.0,"Animation, Adventure, Family","$223,808,164",tt0910970,180000000,521311860.0
Wanted,2008,6.7,411002.0,"Action, Crime, Thriller","$134,508,551",tt0493464,75000000,258270008.0
Hancock,2008,6.4,514456.0,"Action, Comedy, Drama","$227,946,274",tt0448157,150000000,624029371.0
Boy Culture,2006,6.8,5960.0,"Drama, Romance","$220,409",tt0433350,500000,220151.0
Get Smart,2008,6.5,229764.0,"Action, Adventure, Comedy","$130,319,208",tt0425061,80000000,230685453.0
The Wackness,2008,6.9,31299.0,"Comedy, Drama, Romance","$2,077,116",tt1082886,6000000,2899975.0
Mamma Mia!,2008,6.5,278119.0,"Comedy, Musical, Romance","$144,330,569",tt0795421,52000000,609841637.0
Welcome to the Sticks,2008,7.1,45164.0,"Comedy, Romance",N/A,tt1064932,11000000,53191886.0
Katyn,2007,7.0,17376.0,"Drama, History, War","$118,095",tt0879843,5200000,14723313.0
Journey to the Center of the Earth,2008,5.8,132673.0,"Action, Adventure, Family","$101,704,370",tt0373051,45000000,101702060.0
Meet Dave,2008,5.1,43946.0,"Adventure, Comedy, Family","$11,803,254",tt0765476,60000000,50650079.0
Death Defying Acts,2007,5.8,10524.0,"Drama, History, Romance","$5,665",tt0472071,20000000,8380329.0
Death Note,2006,7.5,31995.0,"Crime, Drama, Fantasy",N/A,tt0758742,20000000,27793200.0
Transsiberian,2008,6.6,54938.0,"Crime, Drama, Mystery","$2,206,405",tt0800241,15000000,5926410.0
Space Chimps,2008,4.5,12590.0,"Animation, Adventure, Comedy","$30,105,968",tt0482603,37000000,63800345.0
Watchmen,2009,7.6,585534.0,"Action, Drama, Mystery","$107,509,799",tt0409459,130000000,185258983.0
Step Brothers,2008,6.9,320780.0,Comedy,"$100,468,793",tt0838283,65000000,128107642.0
Brideshead Revisited,2008,6.6,13719.0,"Drama, Romance","$6,432,256",tt0412536,20000000,13204291.0
The X Files: I Want to Believe,2008,5.9,94275.0,"Crime, Drama, Horror","$20,982,478",tt0443701,30000000,68369434.0
The Tracey Fragments,2007,6.0,7669.0,Drama,"$32,645",tt0801526,700000,31576.0
The Mummy: Tomb of the Dragon Emperor,2008,5.2,171219.0,"Action, Adventure, Fantasy","$102,491,776",tt0859163,145000000,401128639.0
Swing Vote,2008,6.1,19456.0,"Comedy, Drama","$16,289,867",tt1027862,21000000,17600000.0
The Midnight Meat Train,2008,6.0,71535.0,"Horror, Mystery, Thriller","$83,361",tt0805570,15000000,3533227.0
Bottle Shock,2008,6.8,18080.0,"Comedy, Drama","$4,078,607",tt0914797,5000000,4040588.0
Vicky Cristina Barcelona,2008,7.1,270089.0,"Comedy, Drama, Romance","$23,216,709",tt0497465,15000000,96408652.0
Pineapple Express,2008,6.9,358920.0,"Action, Comedy, Crime","$87,341,380",tt0910936,27000000,101624843.0
Red Cliff,2008,7.3,48624.0,"Action, Adventure, Drama","$627,047",tt0425637,80341000,127814609.0
The Sisterhood of the Traveling Pants 2,2008,6.2,30849.0,"Comedy, Drama, Romance","$44,089,964",tt1018785,27000000,44352417.0
Elegy,2008,6.7,23265.0,"Drama, Romance","$3,581,642",tt0974554,13000000,14894347.0
Tropic Thunder,2008,7.1,451366.0,"Action, Comedy, War","$110,515,313",tt0942385,92000000,188072649.0
Star Wars: The Clone Wars,2008,5.9,73729.0,"Animation, Action, Adventure","$35,161,554",tt1185834,8500000,68282844.0
Mutant Chronicles,2008,5.2,27231.0,"Action, Adventure, Mystery","$6,820",tt0490181,8000000,2033165.0
Waltz with Bashir,2008,8.0,60645.0,"Documentary, Animation, Biography","$2,283,849",tt1185616,2000000,11125849.0
Let the Right One In,2008,7.8,227877.0,"Drama, Fantasy, Horror","$2,122,065",tt1139797,4000000,10785801.0
Death Race,2008,6.4,220048.0,"Action, Sci-Fi, Thriller","$36,316,032",tt0452608,45000000,73762516.0
The House Bunny,2008,5.5,90876.0,Comedy,"$48,237,389",tt0852713,25000000,70442940.0
The Rocker,2008,6.2,40319.0,"Comedy, Music","$6,409,528",tt1031969,15000000,8762890.0
Mirrors,2008,6.1,114289.0,"Horror, Mystery","$30,691,439",tt0790686,35000000,72436439.0
Sukiyaki Western Django,2007,6.1,15881.0,"Action, Western","$50,659",tt0906665,3800000,2725258.0
Burn After Reading,2008,7.0,356099.0,"Comedy, Crime, Drama","$60,355,347",tt0887883,37000000,163720069.0
Disaster Movie,2008,1.9,94741.0,"Comedy, Sci-Fi","$14,190,901",tt1213644,25000000,14109284.0
Babylon A.D.,2008,5.5,98698.0,"Action, Adventure, Sci-Fi","$22,532,572",tt0364970,70000000,72108608.0
Traitor,2008,6.9,59253.0,"Action, Crime, Drama","$23,530,831",tt0988047,22000000,23530831.0
College,2008,4.6,12705.0,Comedy,"$4,694,636",tt0844671,7000000,6230276.0
The Women,2008,5.0,23208.0,"Comedy, Drama","$26,902,075",tt0430770,16000000,50007546.0
Mother of Tears,2007,5.0,11206.0,"Drama, Horror, Thriller","$58,669",tt0804507,3500000,54947.0
The Spirit,2008,4.7,63008.0,"Action, Crime, Fantasy","$19,806,188",tt0831887,60000000,39031337.0
Bangkok Dangerous,2008,5.3,58458.0,"Action, Crime, Thriller","$15,298,133",tt0814022,45000000,42487390.0
The Foot Fist Way,2006,6.2,13519.0,Comedy,"$234,286",tt0492619,79000,245000.0
Righteous Kill,2008,6.0,92457.0,"Crime, Mystery, Thriller","$40,081,410",tt1034331,60000000,73174566.0
Lakeview Terrace,2008,6.2,55706.0,"Crime, Drama, Thriller","$39,263,506",tt0947802,20000000,27640028.0
Appaloosa,2008,6.7,65003.0,"Action, Crime, Drama","$20,211,394",tt0800308,20000000,20211394.0
Miracle at St. Anna,2008,6.1,19235.0,"Action, Drama, War","$7,919,117",tt1046997,45000000,9323833.0
Eagle Eye,2008,6.6,195787.0,"Action, Mystery, Thriller","$101,440,743",tt1059786,80000000,178066569.0
How to Lose Friends & Alienate People,2008,6.4,71036.0,"Biography, Comedy, Drama","$2,778,752",tt0455538,27000000,17286299.0
Nick and Norah's Infinite Playlist,2008,6.6,95591.0,"Comedy, Drama, Music","$31,487,293",tt0981227,9000000,32973937.0
Body of Lies,2008,7.0,240665.0,"Action, Drama, Thriller","$39,394,666",tt0758774,70000000,113280098.0
City of Ember,2008,6.4,70042.0,"Adventure, Drama, Family","$7,873,007",tt0970411,55000000,17869048.0
Max Payne,2008,5.3,130444.0,"Action, Crime, Drama","$40,689,393",tt0467197,35000000,85416905.0
Zack and Miri Make a Porno,2008,6.5,182719.0,"Comedy, Romance","$31,457,946",tt1007028,24000000,42105111.0
W.,2008,6.3,50200.0,"Biography, Comedy, Drama","$25,534,493",tt1175491,25100000,29506464.0
My Best Friend's Girl,2008,5.8,46526.0,"Comedy, Romance","$19,219,250",tt1046163,20000000,36620508.0
The Secret Life of Bees,2008,7.2,28110.0,Drama,"$37,770,162",tt0416212,11000000,38105395.0
An American Carol,2008,4.0,10121.0,"Comedy, Fantasy","$7,013,191",tt1190617,20000000,7000000.0
The Wave,2008,7.6,115759.0,"Drama, Thriller",N/A,tt1063669,7500000,19000000.0
Quarantine,2008,6.0,77855.0,"Horror, Sci-Fi, Thriller","$31,691,811",tt1082868,12000000,40855419.0
Pride and Glory,2008,6.6,63510.0,"Crime, Drama, Thriller","$15,740,721",tt0482572,30000000,31148328.0
The Express,2008,7.2,22911.0,"Biography, Drama, Sport","$9,793,406",tt0469903,40000000,9793496.0
RocknRolla,2008,7.2,265941.0,"Action, Crime, Thriller","$5,700,626",tt1032755,18000000,25739015.0
Madagascar: Escape 2 Africa,2008,6.6,250041.0,"Animation, Adventure, Comedy","$180,010,950",tt0479952,150000000,603900354.0
Admiral,2008,6.7,8640.0,"Biography, Drama, History",N/A,tt1101026,2000000,38135878.0
Blindness,2008,6.5,75410.0,"Drama, Mystery, Thriller","$3,351,751",tt0861689,25000000,19844979.0
Changeling,2008,7.7,266446.0,"Biography, Crime, Drama","$35,739,802",tt0824747,55000000,113020255.0
The Road,2009,7.2,255921.0,"Drama, Thriller","$8,117,000",tt0898367,32000000,27635305.0
Slumdog Millionaire,2008,8.0,880764.0,"Crime, Drama, Romance","$141,319,928",tt1010048,15000000,377910544.0
Quantum of Solace,2008,6.5,473391.0,"Action, Adventure, Mystery","$168,368,427",tt0830515,200000000,586090727.0
Role Models,2008,6.8,241977.0,Comedy,"$67,294,270",tt0430922,28000000,92380927.0
JCVD,2008,7.0,40413.0,"Action, Comedy, Crime","$470,691",tt1130988,6000000,276891.0
Saw V,2008,5.8,138726.0,"Horror, Thriller","$56,746,769",tt1132626,10800000,113857533.0
Sex Drive,2008,6.5,92019.0,"Comedy, Romance","$8,402,485",tt1135985,19000000,18755936.0
While She Was Out,2008,4.8,7232.0,"Crime, Drama, Thriller",N/A,tt0887971,6000000,391410.0
Beverly Hills Chihuahua,2008,3.9,26083.0,"Adventure, Comedy, Drama","$94,514,402",tt1014775,20000000,149281606.0
Australia,2008,6.6,130089.0,"Adventure, Drama, Romance","$49,554,002",tt0455824,130000000,49554002.0
Bolt,2008,6.8,230470.0,"Animation, Adventure, Comedy","$114,053,579",tt0397892,150000000,309979994.0
Milk,2008,7.5,180239.0,"Biography, Drama, History","$31,841,299",tt1013753,20000000,54586584.0
Twilight,2008,5.3,490314.0,"Drama, Fantasy, Romance","$193,962,473",tt1099212,37000000,392616625.0
Transporter 3,2008,6.1,177915.0,"Action, Adventure, Thriller","$31,715,062",tt1129442,30000000,108979549.0
Four Christmases,2008,5.7,80975.0,"Comedy, Drama, Romance","$120,146,040",tt0369436,80000000,163733697.0
The Boy in the Striped Pajamas,2008,7.7,249537.0,"Drama, War","$9,046,156",tt0914798,12500000,20416563.0
Surveillance,2008,6.3,18398.0,"Crime, Drama, Mystery","$27,349",tt0409345,3500000,1115493.0
Fireproof,2008,6.4,24270.0,"Drama, Romance","$33,456,317",tt1129423,500000,33456317.0
Igor,2008,5.9,24386.0,"Animation, Comedy, Family","$19,528,602",tt0465502,25000000,30000000.0
Punisher: War Zone,2008,5.9,67482.0,"Action, Crime, Drama","$8,050,977",tt0450314,20500000,10089373.0
The Day the Earth Stood Still,2008,5.5,179459.0,"Adventure, Drama, Sci-Fi","$79,366,978",tt0970416,80000000,233093859.0
Doubt,2008,7.5,136458.0,"Drama, Mystery","$33,446,470",tt0918927,20000000,50907234.0
Gran Torino,2008,8.1,819741.0,Drama,"$148,095,302",tt1205489,33000000,269958228.0
The Reader,2008,7.6,261135.0,"Drama, Mystery, Romance","$34,194,407",tt0976051,32000000,113019290.0
Seven Pounds,2008,7.6,316521.0,"Drama, Mystery, Thriller","$69,951,824",tt0814314,55000000,168167691.0
The Wrestler,2008,7.9,320860.0,"Drama, Sport","$26,238,243",tt1125849,6000000,44703995.0
The Curious Case of Benjamin Button,2008,7.8,700844.0,"Drama, Fantasy, Romance","$127,509,326",tt0421715,150000000,333932083.0
Yes Man,2008,6.8,384720.0,"Comedy, Romance","$97,690,976",tt1068680,70000000,225990978.0
Valkyrie,2008,7.1,260422.0,"Drama, History, Thriller","$83,077,833",tt0985699,75000000,200276000.0
Bedtime Stories,2008,6.0,101693.0,"Adventure, Comedy, Family","$110,101,975",tt0960731,80000000,212874442.0
Choke,2008,6.4,33703.0,"Comedy, Drama","$2,926,565",tt1024715,3000000,3830137.0
Revolutionary Road,2008,7.3,225869.0,"Drama, Romance","$22,911,480",tt0959337,35000000,75225693.0
"Surfer, Dude",2008,4.6,9162.0,Comedy,"$52,132",tt0976247,6000000,69497.0
Nobel Son,2007,6.1,6152.0,"Comedy, Crime, Drama","$540,382",tt0483756,4000000,333912.0
Wild Child,2008,6.1,64450.0,Comedy,N/A,tt1024255,20000000,21972336.0
Defiance,2008,7.1,156117.0,"Action, Drama, History","$28,644,813",tt1034303,32000000,51155219.0
Marley & Me,2008,7.0,168734.0,"Drama, Family","$143,153,751",tt0822832,60000000,244082376.0
Ponyo,2008,7.6,165211.0,"Animation, Adventure, Comedy","$15,743,471",tt0876563,41677699,187479518.0
Ip Man,2008,8.0,234607.0,"Action, Biography, Drama",N/A,tt1220719,11715578,21888598.0
Passengers,2008,5.8,39408.0,"Mystery, Romance, Thriller","$292,437",tt0449487,25000000,2000000.0
The Tale of Despereaux,2008,6.1,40097.0,"Animation, Adventure, Comedy","$50,877,145",tt0420238,60000000,50877145.0
Bride Wars,2009,5.5,116558.0,"Comedy, Romance","$58,715,510",tt0901476,30000000,114663461.0
My Bloody Valentine,2009,5.4,60721.0,"Horror, Mystery, Thriller","$51,545,952",tt1179891,15000000,100734718.0
Battle in Seattle,2007,6.6,15209.0,"Action, Drama, History","$224,169",tt0850253,8000000,908847.0
Timecrimes,2007,7.1,69338.0,"Horror, Mystery, Sci-Fi","$39,127",tt0480669,2600000,553198.0
Underworld: Rise of the Lycans,2009,6.5,168655.0,"Action, Fantasy, Thriller","$45,802,315",tt0834001,35000000,91353501.0
Inkheart,2008,6.1,82738.0,"Adventure, Family, Fantasy","$17,303,424",tt0494238,60000000,57490374.0
The Lazarus Project,2008,6.0,19366.0,"Drama, Mystery, Thriller",N/A,tt0464041,9750000,558000.0
Paul Blart: Mall Cop,2009,5.3,117799.0,"Action, Comedy, Crime","$146,336,178",tt1114740,26000000,183293131.0
The Unborn,2009,4.7,53458.0,"Horror, Mystery, Thriller","$42,670,410",tt1139668,16000000,76514050.0
Outlander,2008,6.2,78911.0,"Action, Adventure, Sci-Fi","$166,003",tt0462465,50000000,7033683.0
Go Go Tales,2007,5.8,1528.0,"Comedy, Drama",N/A,tt0393329,4000000,907456.0
The Grudge 3,2009,4.6,19759.0,"Horror, Mystery, Thriller",N/A,tt1053859,5000000,38610009.0
Coraline,2009,7.7,267042.0,"Animation, Drama, Family","$82,435,595",tt0327597,60000000,124596398.0
Push,2009,6.1,115911.0,"Action, Sci-Fi, Thriller","$31,811,527",tt0465580,38000000,45465299.0
The International,2009,6.5,100382.0,"Action, Crime, Drama","$25,450,527",tt0963178,50000000,60161391.0
Two Lovers,2008,7.0,43738.0,"Drama, Romance","$3,149,034",tt1103275,12000000,3148182.0
He's Just Not That Into You,2009,6.4,183455.0,"Comedy, Drama, Romance","$93,953,653",tt1001508,40000000,177259441.0
Hotel for Dogs,2009,5.5,25207.0,"Comedy, Family","$73,034,460",tt0785006,35000000,73034460.0
My Name Is Bruce,2007,6.1,25183.0,"Comedy, Fantasy, Horror","$173,066",tt0489235,1500000,173066.0
Funny People,2009,6.3,123842.0,"Comedy, Drama","$51,855,045",tt1201167,75000000,61458982.0
Street Fighter: The Legend of Chun-Li,2009,3.7,25459.0,"Action, Crime, Fantasy","$8,742,261",tt0891592,50000000,12764201.0
Away We Go,2009,7.0,55244.0,"Comedy, Drama, Romance","$9,451,946",tt1176740,17000000,14899417.0
Il Divo,2008,7.2,19084.0,"Biography, Drama","$240,159",tt1023490,7275000,11260366.0
Paris,2008,6.8,12849.0,"Comedy, Drama, Romance","$1,010,194",tt0869994,19000000,23550000.0
Friday the 13th,2009,5.5,117517.0,"Horror, Mystery, Thriller","$65,002,019",tt0758746,19000000,91379051.0
"I Love You, Man",2009,7.0,217345.0,"Comedy, Romance","$71,440,011",tt1155056,41000000,91636986.0
Duplicity,2009,6.1,52322.0,"Comedy, Crime, Romance","$40,572,825",tt1135487,78146652,60000000.0
Knowing,2009,6.2,249133.0,"Action, Mystery, Sci-Fi","$79,957,634",tt0448011,50000000,155446362.0
Ong Bak 2,2008,6.2,32008.0,Action,"$102,458",tt0785035,8500000,8936663.0
The Girl with the Dragon Tattoo,2009,7.8,223850.0,"Crime, Drama, Mystery","$10,095,170",tt1132620,13000000,104345682.0
Sunshine Cleaning,2008,6.8,74332.0,"Comedy, Drama","$12,062,558",tt0862846,5000000,16174377.0
Monsters vs. Aliens,2009,6.4,177323.0,"Animation, Action, Adventure","$198,351,526",tt0892782,175000000,381509870.0
Nothing But the Truth,2008,7.1,39972.0,"Crime, Drama, Mystery",N/A,tt1073241,11500000,186702.0
Adventureland,2009,6.8,169820.0,"Comedy, Drama, Romance","$16,044,025",tt1091722,9500000,17164377.0
Confessions of a Shopaholic,2009,5.8,83572.0,"Comedy, Romance","$44,277,350",tt1093908,40000000,108332743.0
Fast & Furious,2009,6.5,313563.0,"Action, Crime, Thriller","$155,064,265",tt1013752,85000000,363164265.0
The Boat That Rocked,2009,7.3,116336.0,"Comedy, Drama, Music","$8,017,917",tt1131729,50000000,36348784.0
17 Again,2009,6.4,217997.0,"Comedy, Drama, Fantasy","$64,167,069",tt0974661,20000000,136267476.0
Inglourious Basterds,2009,8.4,1600312.0,"Adventure, Drama, War","$120,540,719",tt0361748,70000000,319131050.0
State of Play,2009,7.1,161210.0,"Crime, Drama, Mystery","$37,017,955",tt0473705,60000000,87784194.0
Crank: High Voltage,2009,6.1,159956.0,"Action, Crime, Thriller","$13,684,249",tt1121931,20000000,34560577.0
Moon,2009,7.8,378571.0,"Drama, Mystery, Sci-Fi","$5,010,163",tt1182345,5000000,9760104.0
The Young Victoria,2009,7.2,66647.0,"Biography, Drama, History","$11,001,272",tt0962736,35000000,27409889.0
The Informers,2008,4.9,17537.0,"Crime, Drama, Thriller","$300,000",tt0865554,18000000,382174.0
X-Men Origins: Wolverine,2009,6.5,535198.0,"Action, Sci-Fi","$179,883,157",tt0458525,150000000,373062864.0
The Girlfriend Experience,2009,5.5,17249.0,Drama,"$695,840",tt1103982,1700000,1007962.0
Star Trek,2009,7.9,622121.0,"Action, Adventure, Sci-Fi","$257,730,019",tt0796366,150000000,385680446.0
Red Cliff II,2009,7.5,25452.0,"Action, Adventure, Drama",N/A,tt1326972,80000000,121059225.0
S. Darko,2009,3.6,14519.0,"Drama, Mystery, Sci-Fi",N/A,tt1231277,4000000,4100000.0
Earth,2007,7.9,14752.0,Documentary,"$32,011,576",tt0393597,15000000,109000000.0
Crossing Over,2009,6.7,24604.0,"Crime, Drama","$455,654",tt0924129,25000000,1037335.0
Angels & Demons,2009,6.7,311327.0,"Action, Mystery, Thriller","$133,375,846",tt0808151,150000000,356613439.0
Terminator Salvation,2009,6.5,379109.0,"Action, Adventure, Sci-Fi","$125,322,469",tt0438488,200000000,371353001.0
Night at the Museum: Battle of the Smithsonian,2009,6.0,213930.0,"Adventure, Comedy, Family","$177,243,721",tt1078912,150000000,413106170.0
The Brothers Bloom,2008,6.7,52681.0,"Action, Adventure, Comedy","$3,531,756",tt0844286,20000000,5530764.0
The Soloist,2009,6.7,55507.0,"Biography, Drama, Music","$31,720,158",tt0821642,60000000,31720158.0
The Last House on the Left,2009,6.5,101087.0,"Horror, Thriller","$32,752,215",tt0844708,15000000,32721635.0
Drag Me to Hell,2009,6.6,218769.0,Horror,"$42,100,625",tt1127180,30000000,90810892.0
Up,2009,8.3,1136130.0,"Animation, Adventure, Comedy","$293,004,164",tt1049413,175000000,735099082.0
